id,title,url,upload_date,matching_questions,similarity,output,volatility_3d,threshold_label,result
825,Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,2024-10-30T13:10:45Z,Will Kamala Harris get  70-72m votes in the 2024 U.S. Presidential Election?,0.6064869165420532,Impact,0.0918,Impact,1
826,Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,2024-10-30T13:10:45Z,Will Kamala Harris get 80-82m votes in the 2024 U.S. Presidential Election?,0.6061930060386658,Impact,0.4032,Impact,1
827,Famous evangelist's granddaughter explains why she opposes Trump,https://www.youtube.com/watch?v=3wA3VQ4Muvc,2024-10-30T13:10:45Z,Will Kamala Harris get 86-88m votes in the 2024 U.S. Presidential Election?,0.6051387190818787,Impact,0.4294,Impact,1
828,Biden tries to clean up 'garbage' comment about Trump supporters,https://www.youtube.com/watch?v=_zDT4dSbIsI,2024-10-30T12:26:07Z,Will George W. Bush endorse Kamala Harris?,0.655184805393219,Impact,0.5522,Impact,1
829,Biden tries to clean up 'garbage' comment about Trump supporters,https://www.youtube.com/watch?v=_zDT4dSbIsI,2024-10-30T12:26:07Z,Will Kamala Harris win the 2024 US Presidential Election?,0.616194486618042,Impact,0.0511,Impact,1
830,Biden tries to clean up 'garbage' comment about Trump supporters,https://www.youtube.com/watch?v=_zDT4dSbIsI,2024-10-30T12:26:07Z,Kamala Harris fires campaign manager?,0.6028083562850952,No impact,0.2855,Impact,0
831,Biden tries to clean up 'garbage' comment about Trump supporters,https://www.youtube.com/watch?v=_zDT4dSbIsI,2024-10-30T12:26:07Z,Kamala Harris wins the popular vote?,0.6024056077003479,Impact,0.0341,Impact,1
832,'That's not the way to win women': Nikki Haley reacts to messaging from Trump surrogates,https://www.youtube.com/watch?v=c4zDDVKmoKE,2024-10-30T01:09:29Z,Will Nikki Haley win the 2024 US Presidential Election?,0.6737172603607178,Impact,0.0,No impact,0
833,'That's not the way to win women': Nikki Haley reacts to messaging from Trump surrogates,https://www.youtube.com/watch?v=c4zDDVKmoKE,2024-10-30T01:09:29Z,Will Nikki Haley win the popular vote in the 2024 Presidential Election?,0.6415131688117981,Impact,0.0,No impact,0
834,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win California by the largest margin?,0.6888678073883057,Impact,0.0152,No impact,0
835,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win another state by the largest margin?,0.6690227389335632,Impact,0.0445,Impact,1
836,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win all 6 swing states?,0.6520434617996216,Impact,0.1249,Impact,1
837,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win Hawaii by the largest margin?,0.6503193974494934,No impact,0.0392,Impact,0
838,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Kamala Harris wins a solid red state?,0.6498385667800903,Impact,0.1663,Impact,1
839,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Kamala Harris wins the popular vote?,0.624415934085846,Impact,0.0341,Impact,1
840,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win Connecticut by the largest margin?,0.616473913192749,No impact,0.259,Impact,0
841,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win New York by the largest margin?,0.6157344579696655,No impact,0.1168,Impact,0
842,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris get  72-74m votes in the 2024 U.S. Presidential Election?,0.6127462387084961,Impact,0.3084,Impact,1
843,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win Delaware by the largest margin?,0.6124429702758789,No impact,0.1002,Impact,0
844,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris get  74-76m votes in the 2024 U.S. Presidential Election?,0.6124151349067688,Impact,0.101,Impact,1
845,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win Vermont by the largest margin?,0.6096616983413696,No impact,0.0048,No impact,1
846,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris get 82-84m votes in the 2024 U.S. Presidential Election?,0.6075990200042725,Impact,0.638,Impact,1
847,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris get  76-78m votes in the 2024 U.S. Presidential Election?,0.6066099405288696,Impact,0.4759,Impact,1
848,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will a Democrat win Nevada Presidential Election?,0.6058954000473022,Impact,0.0685,Impact,1
849,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris get 84-86m votes in the 2024 U.S. Presidential Election?,0.6048156023025513,Impact,0.4949,Impact,1
850,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris get 80-82m votes in the 2024 U.S. Presidential Election?,0.6041370630264282,Impact,0.4032,Impact,1
851,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will a Republican win Nevada Presidential Election?,0.6036783456802368,Impact,0.0349,Impact,1
852,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6011656522750854,Impact,0.0511,Impact,1
853,Harry Enten: Here's how Harris can still win if Great Lakes strategy falls apart,https://www.youtube.com/watch?v=npsGRu43uZY,2024-10-30T00:22:31Z,Will Kamala Harris get  70-72m votes in the 2024 U.S. Presidential Election?,0.600299596786499,Impact,0.0918,Impact,1
854,Bad Bunny posts tribute to Puerto Rico as criticism of Trump rally comedian's comments escalate,https://www.youtube.com/watch?v=FvVwaiCwFIA,2024-10-29T22:09:52Z,"Will Trump say ""Puerto Rico"" during Pennsylvania rally on Oct 29?",0.6435990333557129,Impact,0.0,No impact,0
855,Trump addresses Madison Square Garden rally after backlash,https://www.youtube.com/watch?v=fMmnT8G18qk,2024-10-29T16:57:31Z,"Will Trump say ""Kamala"" 20 or more times during Pennsylvania rally on Oct 29?",0.6024355888366699,No impact,0.0408,Impact,0
856,Trump addresses Madison Square Garden rally after backlash,https://www.youtube.com/watch?v=fMmnT8G18qk,2024-10-29T16:57:31Z,"Will Trump say ""Comrade Kamala"" during Pennsylvania rally on Oct 29?",0.6008665561676025,No impact,0.2185,Impact,0
858,'That's messed up': Puerto Rican who voted for Trump reacts to controversial joke from rally,https://www.youtube.com/watch?v=tXlU5O6ZX74,2024-10-29T11:41:11Z,"Will Trump say ""Puerto Rico"" during Pennsylvania rally on Oct 29?",0.7048124074935913,Impact,0.7818,Impact,1
860,Fallout from offensive Puerto Rico comments at Trump's Madison Square Garden rally continues,https://www.youtube.com/watch?v=rfx0TIwxMAs,2024-10-28T23:50:32Z,"Will Trump say ""Kamala"" 20 or more times during Georgia rally on October 28?",0.604644775390625,No impact,0.0,No impact,1
861,Biden waits in line and votes in Delaware,https://www.youtube.com/watch?v=Sr3BNoD4V6w,2024-10-28T18:36:42Z,Kamala Harris fires campaign manager?,0.6009953022003174,No impact,0.1324,Impact,0
862,'It is open season between Israel and Iran' after retaliation attack,https://www.youtube.com/watch?v=5oLtLyADEOY,2024-10-28T16:31:18Z,Another Iran strike on Israel in October?,0.6440075635910034,Impact,0.178,Impact,1
863,'It is open season between Israel and Iran' after retaliation attack,https://www.youtube.com/watch?v=5oLtLyADEOY,2024-10-28T16:31:18Z,Another Iran strike on Israel in 2024?,0.6127869486808777,Impact,0.065,Impact,1
864,See how offensive Puerto Rico joke could backfire on Trump in Pennsylvania,https://www.youtube.com/watch?v=byPZCIet300,2024-10-28T13:11:13Z,Will a Democrat win Pennsylvania Presidential Election?,0.6031049489974976,Impact,0.0129,No impact,0
865,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6797746419906616,Impact,0.0044,No impact,0
866,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris win New York by the largest margin?,0.6786001324653625,No impact,0.0,No impact,1
868,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris win another state by the largest margin?,0.6481771469116211,Impact,0.0842,Impact,1
869,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris win Delaware by the largest margin?,0.647448718547821,No impact,0.2474,Impact,0
870,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris win Hawaii by the largest margin?,0.644430935382843,No impact,0.0241,Impact,0
871,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Kamala Harris wins the popular vote?,0.6389358043670654,Impact,0.0215,No impact,0
872,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris win California by the largest margin?,0.6243486404418945,No impact,0.041,Impact,0
873,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Kamala Harris blowout victory?,0.6221534013748169,Impact,0.0679,Impact,1
874,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris be D-nom for VP on Election Day?,0.6220185160636902,Impact,0.0,No impact,0
877,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris win all 6 swing states?,0.6077020764350891,Impact,0.0581,Impact,1
878,James Carville calls out the news media and its coverage of Trump,https://www.youtube.com/watch?v=r6w1xd50cZE,2024-10-27T20:21:18Z,Will Kamala Harris win Vermont by the largest margin?,0.6071550250053406,No impact,0.0123,No impact,1
879,"Michelle Obama slams Trump's childish, mean-spirited' antics while campaigning for Harris",https://www.youtube.com/watch?v=R6HpwHgk4vA,2024-10-27T10:00:33Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6200579404830933,No impact,0.0044,No impact,1
880,"Michelle Obama slams Trump's childish, mean-spirited' antics while campaigning for Harris",https://www.youtube.com/watch?v=R6HpwHgk4vA,2024-10-27T10:00:33Z,Kamala Harris wins the popular vote?,0.6157888770103455,No impact,0.0215,No impact,1
881,"Michelle Obama slams Trump's childish, mean-spirited' antics while campaigning for Harris",https://www.youtube.com/watch?v=R6HpwHgk4vA,2024-10-27T10:00:33Z,Will Kamala Harris drop out of presidential race?,0.6002684831619263,No impact,0.0939,Impact,0
882,Israel strikes Iran in high-stakes retaliation,https://www.youtube.com/watch?v=dEipEtIsyEA,2024-10-26T12:53:01Z,Another Iran strike on Israel in October?,0.6950034499168396,Impact,0.1535,Impact,1
883,Israel strikes Iran in high-stakes retaliation,https://www.youtube.com/watch?v=dEipEtIsyEA,2024-10-26T12:53:01Z,Israel strikes Iranian oil in October?,0.6251167058944702,Impact,0.2871,Impact,1
884,Israel strikes Iran in high-stakes retaliation,https://www.youtube.com/watch?v=dEipEtIsyEA,2024-10-26T12:53:01Z,Israel strike on Iranian nuclear facility in 2024?,0.6138811111450195,Impact,0.2099,Impact,1
885,Israel launches direct strikes on Iran in high-stakes retaliation,https://www.youtube.com/watch?v=rFYY7oSbARI,2024-10-26T02:16:06Z,Another Iran strike on Israel in October?,0.7177426815032959,Impact,0.1535,Impact,1
886,Israel launches direct strikes on Iran in high-stakes retaliation,https://www.youtube.com/watch?v=rFYY7oSbARI,2024-10-26T02:16:06Z,Israel strike on Iranian nuclear facility in 2024?,0.7008041143417358,Impact,0.2099,Impact,1
887,Israel launches direct strikes on Iran in high-stakes retaliation,https://www.youtube.com/watch?v=rFYY7oSbARI,2024-10-26T02:16:06Z,Iran strike on US military before November?,0.6306639909744263,Impact,0.1564,Impact,1
888,Israel launches direct strikes on Iran in high-stakes retaliation,https://www.youtube.com/watch?v=rFYY7oSbARI,2024-10-26T02:16:06Z,Israel strikes Iranian oil in October?,0.6217671036720276,Impact,0.2871,Impact,1
889,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Another Iran strike on Israel in October?,0.7341354489326477,Impact,0.1535,Impact,1
890,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Will Israel strike Iran on Friday Oct 25?,0.7271252870559692,Impact,0.0,No impact,0
891,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Will Israel strike Iran on Saturday Oct 26?,0.7247474193572998,Impact,0.0,No impact,0
892,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Will Israel strike Iran on Sunday Oct 27?,0.7137244343757629,Impact,0.0,No impact,0
893,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,No Israel strike Iran on by Sunday Oct 27?,0.7120822668075562,Impact,0.0,No impact,0
894,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Israel strike on Iranian nuclear facility in 2024?,0.6690919399261475,Impact,0.2099,Impact,1
895,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Israel strikes Iranian oil in October?,0.6304961442947388,Impact,0.2871,Impact,1
896,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Israel military response against Iran in October?,0.6298848390579224,Impact,0.0,No impact,0
897,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Israel military response against Iran by Friday?,0.6251627802848816,Impact,0.0,No impact,0
898,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Iran strike on US military before November?,0.6200191974639893,Impact,0.1564,Impact,1
899,"Several explosions heard in Tehran, say Iranian state media",https://www.youtube.com/watch?v=qM6UgQYRVIo,2024-10-25T23:38:44Z,Israel declares war on Iran in October?,0.6127151250839233,Impact,0.3111,Impact,1
900,Hillary Clinton on what Kamala Harris has to do to win the election,https://www.youtube.com/watch?v=TEYq1u-pAVE,2024-10-25T02:00:29Z,Will Caitlin Clark endorse Kamala Harris?,0.6041216850280762,No impact,0.116,Impact,0
907,Harry Enten: Electoral College could be a relative blowout despite historically tight polls,https://www.youtube.com/watch?v=5FpZbtzFI2g,2024-10-24T15:40:16Z,"Will there be 145,000,000-150,000,000 votes cast in the U.S. Presidential Election?",0.6261364221572876,No impact,0.1627,Impact,0
908,Harry Enten: Electoral College could be a relative blowout despite historically tight polls,https://www.youtube.com/watch?v=5FpZbtzFI2g,2024-10-24T15:40:16Z,"Will there be 175,000,000 or more votes cast in the U.S. Presidential Election?",0.6259293556213379,No impact,0.3894,Impact,0
910,Harry Enten: Electoral College could be a relative blowout despite historically tight polls,https://www.youtube.com/watch?v=5FpZbtzFI2g,2024-10-24T15:40:16Z,"Will there be 150,000,000-155,000,000 votes cast in the U.S. Presidential Election?",0.6240841150283813,No impact,0.2448,Impact,0
912,Harry Enten: Electoral College could be a relative blowout despite historically tight polls,https://www.youtube.com/watch?v=5FpZbtzFI2g,2024-10-24T15:40:16Z,"Will there be 155,000,000-160,000,000 votes cast in the U.S. Presidential Election?",0.6140410900115967,No impact,0.0635,Impact,0
913,Harry Enten: Electoral College could be a relative blowout despite historically tight polls,https://www.youtube.com/watch?v=5FpZbtzFI2g,2024-10-24T15:40:16Z,"Will there be 165,000,000-170,000,000 votes cast in the U.S. Presidential Election?",0.6132262945175171,No impact,0.4085,Impact,0
917,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Will Kamala Harris win the 2024 US Presidential Election?,0.7194234728813171,Impact,0.0318,Impact,1
918,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Will Kamala Harris drop out of presidential race?,0.6743152141571045,Impact,0.0608,Impact,1
919,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Will Kamala Harris be D-nom for VP on Election Day?,0.6681033968925476,Impact,0.0,No impact,0
920,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Kamala Harris wins the popular vote?,0.6345747709274292,Impact,0.0221,Impact,1
921,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Will George W. Bush endorse Kamala Harris?,0.6246402263641357,No impact,0.1019,Impact,0
922,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Kamala Harris blowout victory?,0.6243807077407837,Impact,0.2348,Impact,1
923,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Will Kamala Harris win another state by the largest margin?,0.6179560422897339,No impact,0.0227,Impact,0
925,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Will Kamala Harris win all 6 swing states?,0.6114972233772278,Impact,0.0646,Impact,1
926,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Kamala flips a 2020 Trump state?,0.6100950837135315,Impact,0.0413,Impact,1
927,'Two different universes': Jake Tapper analyzes coverage of Trump and Harris,https://www.youtube.com/watch?v=mpuYSDIcI0s,2024-10-24T14:55:04Z,Will Kamala Harris win New York by the largest margin?,0.6086891889572144,No impact,0.0577,Impact,0
928,'Never happened': Enten breaks down how a House and Senate flip would break historical records,https://www.youtube.com/watch?v=g4FYPtstLBo,2024-10-24T00:22:28Z,Will a Republican win New York Presidential Election?,0.6088066101074219,No impact,0.0331,Impact,0
929,Military expert reveals what North Korean troops in Russia says about the state of Putin's military,https://www.youtube.com/watch?v=cam5GpgrpA0,2024-10-23T18:29:42Z,North Korea x South Korea military clash in 2024?,0.6262742280960083,Impact,0.1117,Impact,1
930,NBC reporter asks Harris about plan if Trump declares victory prematurely on election night,https://www.youtube.com/watch?v=cgKOnZ1PRh4,2024-10-22T22:14:40Z,Kamala Harris blowout victory?,0.6097044944763184,No impact,0.2143,Impact,0
931,NBC reporter asks Harris about plan if Trump declares victory prematurely on election night,https://www.youtube.com/watch?v=cgKOnZ1PRh4,2024-10-22T22:14:40Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6061911582946777,No impact,0.0787,Impact,0
932,Hear AOC's response to Musk's million-dollar giveaway,https://www.youtube.com/watch?v=hLjQEdNo8qM,2024-10-22T17:43:58Z,Trump nominates Elon Musk to Cabinet?,0.6771050095558167,Impact,0.1278,Impact,1
933,Trump served fries at McDonald's for a day. Analysts debate if it was a savvy campaign move,https://www.youtube.com/watch?v=NtASULb90G0,2024-10-22T03:02:09Z,Evidence released that Kamala worked at McDonald's?,0.6811918020248413,Impact,0.1022,Impact,1
934,What voters in battleground states are thinking 15 days out from Election Day,https://www.youtube.com/watch?v=i-5rdnmcod0,2024-10-22T00:24:09Z,Will Kamala Harris win all 6 swing states?,0.7187050580978394,No impact,0.1753,Impact,0
935,What voters in battleground states are thinking 15 days out from Election Day,https://www.youtube.com/watch?v=i-5rdnmcod0,2024-10-22T00:24:09Z,Will Kamala Harris win another state by the largest margin?,0.7051229476928711,No impact,0.0412,Impact,0
937,What voters in battleground states are thinking 15 days out from Election Day,https://www.youtube.com/watch?v=i-5rdnmcod0,2024-10-22T00:24:09Z,Kamala Harris wins the popular vote?,0.6761181950569153,No impact,0.0479,Impact,0
938,What voters in battleground states are thinking 15 days out from Election Day,https://www.youtube.com/watch?v=i-5rdnmcod0,2024-10-22T00:24:09Z,Kamala flips a 2020 Trump state?,0.6574363708496094,No impact,0.1226,Impact,0
949,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Kamala Harris wins a solid red state?,0.6990512609481812,Impact,0.036,Impact,1
950,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win another state by the largest margin?,0.6894214749336243,Impact,0.0553,Impact,1
951,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win all 6 swing states?,0.678314745426178,Impact,0.1206,Impact,1
952,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Kamala Harris blowout victory?,0.6539870500564575,Impact,0.1129,Impact,1
953,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Kamala Harris wins the popular vote?,0.6499689817428589,Impact,0.0173,No impact,0
954,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win New York by the largest margin?,0.6452990174293518,Impact,0.1322,Impact,1
955,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win California by the largest margin?,0.636942446231842,Impact,0.0623,Impact,1
956,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6318684816360474,Impact,0.0565,Impact,1
957,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Kamala flips a 2020 Trump state?,0.628693163394928,Impact,0.0802,Impact,1
958,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win Delaware by the largest margin?,0.6257022023200989,Impact,0.2241,Impact,1
959,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win Massachusetts by the largest margin?,0.6231167316436768,Impact,0.0465,Impact,1
960,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win Maryland by the largest margin?,0.6097334623336792,Impact,0.0572,Impact,1
961,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win Hawaii by the largest margin?,0.6081333160400391,Impact,0.1182,Impact,1
962,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Will Kamala Harris win Connecticut by the largest margin?,0.6057770252227783,Impact,0.3469,Impact,1
963,"'Nope, nope': Tapper pushes back on Johnson's defense of Trump",https://www.youtube.com/watch?v=5sbNisrTEtI,2024-10-20T16:33:37Z,Kamala Harris fires campaign manager?,0.6007727384567261,Impact,0.1192,Impact,1
964,New IDF video shows moment an Israeli tank fires on Sinwar's building,https://www.youtube.com/watch?v=OvvNDmjwV0Y,2024-10-18T16:18:54Z,No Israel x Hamas ceasefire in 2024?,0.627078115940094,Impact,0.1026,Impact,1
965,New IDF video shows moment an Israeli tank fires on Sinwar's building,https://www.youtube.com/watch?v=OvvNDmjwV0Y,2024-10-18T16:18:54Z,Next Israel x Hamas ceasefire in November?,0.6133891344070435,Impact,0.1245,Impact,1
966,New IDF video shows moment an Israeli tank fires on Sinwar's building,https://www.youtube.com/watch?v=OvvNDmjwV0Y,2024-10-18T16:18:54Z,Next Israel x Hamas ceasefire in October?,0.6131168603897095,Impact,0.1454,Impact,1
967,New IDF video shows moment an Israeli tank fires on Sinwar's building,https://www.youtube.com/watch?v=OvvNDmjwV0Y,2024-10-18T16:18:54Z,Israel x Hamas ceasefire in 2024?,0.6109683513641357,Impact,0.0946,Impact,1
968,New IDF video shows moment an Israeli tank fires on Sinwar's building,https://www.youtube.com/watch?v=OvvNDmjwV0Y,2024-10-18T16:18:54Z,Israel withdraws from Gaza before November?,0.6108906865119934,Impact,0.17,Impact,1
969,New IDF video shows moment an Israeli tank fires on Sinwar's building,https://www.youtube.com/watch?v=OvvNDmjwV0Y,2024-10-18T16:18:54Z,Next Israel x Hamas ceasefire in December?,0.6010488867759705,Impact,0.0426,Impact,1
970,IDF releases edited drone video they say is of Sinwar's final moments,https://www.youtube.com/watch?v=3leplsZLR3Y,2024-10-17T22:33:59Z,Yahya Sinwar still Hamas leader by October 31?,0.6852407455444336,Impact,0.0,No impact,0
971,Justice has been served': Harris reacts to reports of Sinwar's death,https://www.youtube.com/watch?v=wl9SE7mU70k,2024-10-17T19:30:11Z,Yahya Sinwar still Hamas leader by October 31?,0.6966867446899414,Impact,0.5743,Impact,1
972,Israeli military confirms killing of Hamas leader Yahya Sinwar,https://www.youtube.com/watch?v=IdJe11ECNQA,2024-10-17T17:27:09Z,Yahya Sinwar still Hamas leader by October 31?,0.6480826735496521,Impact,0.5743,Impact,1
